ParticipantID,NLL,Fitted_lr,Fitted_vunsamp,Fitted_vsamp,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a_bs,Fitted_ndt,Fitted_v_stage_0,Fitted_v_stage_1
1,497.02847982640117,0.00045749926937954655,0.08310473529191802,0.35709072680760295,6.852195003967595,0.13693796598963082,0.535213897067451,2.079690941243835,1.0,0.8504421136977791,8.78142503429413
2,-2.1458757147870555,1.4283194376368262,0.32018746953628513,0.54403255396995,3.5905271761085036,2.4288005354230338,0.45712348309071055,1.4221235079913408,0.29037746484400956,2.3845129830431055,2.4896894172759483
3,-1.8778564605197074,1.7900891758463353,0.30927312587717426,0.7420970857338538,2.467572909740423,2.0832062965581932,0.5003004850511352,1.711018531370413,0.30654456273135067,3.399684592268017,2.973404210199342
4,-2.954438805578916,1.7879588602515684,0.3198003557176468,0.6508952267469066,3.42666251974709,3.227398330962105,0.48335633022546876,1.6092384453346271,0.31409271569840275,2.967502152853925,2.5785944726604737
5,-2.771469185114986,1.7643632732058738,0.3175664522955598,0.7968425163750231,1.0497393696771722,1.9128802545049246,0.47219193826456424,1.3740413887602634,0.3447302677552111,8.154502338153167,7.448563723002219
6,497.0244140311071,3.284916492231327,0.5355468577856163,0.3018670643459963,7.358821063486902,3.2267754794779693,0.44792056088970855,1.3886061007966684,1.0,1.2482417438060978,2.169511603235601
7,-2.7131168070896985,1.2335986800855305,0.2538478685007702,0.5522511319211506,4.002553808487803,2.9443721364895614,0.5942724436611652,1.5768944204983364,0.2952125492896002,3.0951678311448068,3.633040179126171
8,-2.126081702191682,1.4170130930572704,0.26264313771132586,0.5602858083754687,3.1022730249964505,2.4702049623848663,0.4884087098755479,1.506303664711632,0.3095072292756933,2.883268979036244,2.9716434215638623
9,497.02394650903426,2.007498368594955,0.1278999769090847,0.22329105157220322,1.6677634653232143,0.19374187916159913,0.7388042709350899,1.2776051265129125,1.0,8.037397700123178,5.210847114597973
10,-2.572610945192652,1.0318428794299743,0.3326657627535668,0.5427650091290461,3.6426962334539237,2.3584377432084884,0.5079722265270371,1.6844219877101552,0.2918860429825759,4.071878443811447,4.105492609394812
11,-2.722071849703986,1.516641650585048,0.30240321034715395,0.725528689052847,1.9589164773564918,1.8899609200862788,0.45843339162980346,1.700389054491158,0.29571007033514574,6.966486794963015,5.816995517715726
12,-2.2237354768978306,1.7796022192971002,0.26885618651837473,0.5381371843275359,2.492912142787248,2.407974124756767,0.4499665045672468,1.5364744842143976,0.30530771910073307,3.122403380507177,3.44077404335542
13,-2.4973806267674865,1.3930681160849165,0.280953213242086,0.5113095919855749,4.43495599768889,2.7235362946841795,0.470769985323589,1.6833873224230176,0.2985948131908263,2.942803164519781,2.329021994186461
14,-2.5371552136096756,1.132343042141208,0.28076160488158025,0.6670439476297271,7.085617308586006,3.050931683848361,0.5150701011908749,1.515406333620603,0.28285467620862464,2.2638053613009266,1.838134315526357
15,-2.345806450867942,1.1938768434197402,0.3252909075053997,0.5330240650611114,2.4038080920198697,2.4899802435336866,0.515657013643676,1.6292704811705467,0.2481067752824851,4.536217409556065,3.6721945806210616
16,497.0296052188699,0.8931643166141554,0.041041755119525694,0.6198535456392209,9.41010860245836,3.6132025556241993,0.37609235366131855,2.0127249698079424,1.0,3.145664246472115,5.4326904387131805
17,-2.6387696837640964,1.9217390464743833,0.3314079807554452,0.6894467855677727,3.115508549478362,2.5890068549013545,0.40791104148208107,1.3935977367459378,0.3471416788257438,3.2354654657773274,2.577328865002603
18,-2.312122728405728,1.1116838856058506,0.22338975568348243,0.685398363602837,2.6141244818133407,2.033385023833016,0.5817952818238906,1.8720548264187933,0.3025896042125614,5.385604160857012,5.420323377979861
19,497.02703801877317,0.9877518926653082,0.0746996085062036,0.8844677230897926,5.490274320842796,0.5686292150353972,0.5196116483343618,1.8010423062821375,1.0,2.6848350713033464,7.093760578262341
20,497.02889236140385,3.590854911637672,0.032300627055167966,0.46665985090327256,2.7231640206658394,4.251638198874977,0.2700162410797371,2.0944563595655223,1.0,4.923810396145495,4.610393962924308
21,-1.9636927272005045,0.9857803031640574,0.2556158883762228,0.6066234142072037,1.2804109646351793,1.7996646245619756,0.47689012489795124,1.5711978267836335,0.25655744526971347,5.480500660174793,7.3491214272269385
22,-1.1214783521210385,0.0,0.0,0.0,0.0,5.0,0.8,0.6715651260684793,0.28772198604955485,0.11766416061228145,0.0
23,-2.4033789453108856,1.5730640324363743,0.33423964902045894,0.5203976364920679,1.6309681824738365,1.8512735575980874,0.4830442897823011,1.507069099586151,0.36369707070762475,7.1776897395028225,6.205092430173425
24,-1.9593487311211346,1.2391770838259903,0.26199382936941346,0.46820431489042236,3.2081535260593004,2.028533582101045,0.5128785416858551,1.3778597398193857,0.3325665820033395,3.630421301367914,2.947830231421047
25,-2.4834016448457805,1.7312328934177281,0.31225876873069575,0.6449112915665381,1.7554226460635844,2.48845585995729,0.5270753268951424,1.571995844283748,0.30837154312310117,4.049293966557143,4.2467070679667485
26,-2.553606741647514,1.1914801035934763,0.3040119525958218,0.583853849398009,2.433765226900363,2.4921200282326645,0.46291349767582896,1.6546368889544034,0.302834877194212,4.288914697599195,4.089654414349108
27,-2.0997261558852394,1.127668026020525,0.2677996273956861,0.6229353569568475,4.346875403370388,2.9333038380765983,0.5484093780815187,1.411145623982439,0.2722675243113407,1.46987695088024,2.712491416671664
28,-1.7559648867310063,1.1341095130575627,0.27835385100140064,0.5697274315467812,1.0517325502674937,1.1109673897869625,0.4731350373423752,1.534668710067504,0.29419051156423376,9.197867539257725,8.343054340529891
29,-2.955112579340329,2.027922384570751,0.336625530363275,0.6080425863913712,2.2127763827002913,2.5483543165748612,0.3873404970223165,1.4241134557136568,0.3278287375103246,4.252614788073382,4.477081378318726
30,497.02343272503396,1.5229939585404662,0.8663470323068868,0.21155210604508104,1.3623432201904695,3.834275531492527,0.3174627540620151,1.2275196761570586,1.0,2.8643532791235424,0.2662436477311436
31,-2.5733938999297408,1.2588526818126495,0.3115059072954932,0.6491948606523018,2.109367027696636,1.9714589061958587,0.5184441216325605,1.2718879866723098,0.32167786589281083,6.268694249646216,5.7912838669000966
32,-2.5249328840287752,1.367212203546464,0.26354727298212405,0.5714759623578451,1.7767666106517321,2.2400762450938316,0.49840107479241014,1.657660623349485,0.32839287772120634,5.048096583177861,5.446011060101632
33,-2.061307311963794,1.9832279614911146,0.36870012664641477,0.6821586283950223,3.3368970714377384,2.347370839491545,0.48681593715273164,1.2262034452069166,0.3386578893129921,2.804920762659821,1.9494014505423372
34,497.0287960469862,0.3708150213365333,0.8425426824764309,0.17096877566430294,6.484727848231905,4.039964094408227,0.7018858645366659,1.8803429734942123,1.0,9.172674842460184,2.1210604313749704
35,-2.83632629321645,1.2215696572296895,0.30756292925264084,0.5861984365960687,3.2121787898747636,2.2130159439602215,0.4832476347335625,1.5406544945085896,0.2689285316933256,5.095860489938426,4.804591575154779
36,-2.8266982279647377,0.9599832545863903,0.26958596353465364,0.6209176245178926,8.36619681156313,3.8488475358173018,0.5078088752615757,1.4342478176400435,0.3121180975283674,1.3497935663200618,1.4513439732858326
37,-1.817324017177191,1.3686948138654043,0.3181182476348657,0.6037383432588495,3.4968709939307945,1.8748383988015696,0.5091778001373259,1.5883658446746576,0.2667296492149878,3.1366194925536344,3.3835574510980986
38,-1.9535466865407372,1.5234049355898738,0.27049358984890315,0.5359213889959534,1.272196282169897,1.378590745650904,0.5330857791943541,1.802645380457535,0.2810674676319936,8.164436428949784,7.889288439786017
